event,year,game,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC
SGDQ,2020,DOOM 64 (2020),0,0,0,0,Nightdive Studios,Bethesda Softworks,2020,"Nintendo Switch, PlayStation 4, Windows, Xbox One","Switch, PS4, PC, Xbox One",8,79,8,1
SGDQ,2020,Warframe,0,0,0,0,Digital Extremes,Digital Extremes,2013,Windows,PC,Various,69,8.1,1
SGDQ,2020,Mega Man 9,0,0,0,0,Inti Creates,Capcom,2008,"PlayStation 3, Wii, Xbox 360","PS3, Wii, Xbox 360",7,82,7.9,0
SGDQ,2020,Yakuza Kiwami 2,0,0,1,1,Sega,Sega,2017,PlayStation 4,PS4,8,85,8.5,0
SGDQ,2020,The Legend of Zelda: Ocarina of Time,0,0,1,1,Nintendo EAD,Nintendo,1998,Nintendo 64,N64,5,99,9.1,0
SGDQ,2020,Call of Duty: Modern Warfare 2,0,0,0,0,Infinity Ward,Activision,2009,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,94,6.4,1
SGDQ,2020,We Happy Few,0,0,0,0,Compulsion Games,Gearbox Publishing,2018,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,62,5.8,1
SGDQ,2020,Miami Vice,0,0,1,1,Canvas,Ocean Software,1986,"Amstrad CPC, Commodore 64, ZX Spectrum",PC,Various,N/A,N/A,0
SGDQ,2020,Valdis Story: Abyssal City,0,0,0,0,Endless Fluff Games,Endless Fluff Games,2013,Windows,PC,Various,80,8,1
SGDQ,2020,Star Wars: Knights of the Old Republic,0,0,0,0,BioWare,LucasArts,2003,"Xbox, Windows","Xbox, PC",6,93,9,1
SGDQ,2020,Elevator Action Returns,0,0,0,0,Taito,Taito,1994,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2020,Terminator: SkyNET,0,0,0,0,Bethesda Softworks,Bethesda Softworks,1996,DOS,PC,Various,N/A,N/A,1
SGDQ,2020,Hello Neighbor,0,0,0,0,Dynamic Pixels,tinyBuild,2017,"Windows, Xbox One","PC, Xbox One",8,38,4.2,1
SGDQ,2020,Quest for Glory I: So You Want To Be A Hero,0,0,1,1,Sierra On-Line,Sierra On-Line,1989,DOS,PC,Various,N/A,N/A,1
SGDQ,2020,Contra ReBirth,0,0,0,0,M2,Konami,2009,Wii,Wii,7,N/A,N/A,0
SGDQ,2020,Puzzle Bobble 2,0,0,0,0,Taito,Taito,1995,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2020,A Short Hike,0,0,0,0,Adam Robinson-Yu,Adam Robinson-Yu,2019,Windows,PC,Various,88,8.2,1
SGDQ,2020,Baba Is You,0,0,0,0,Hempuli,Hempuli,2019,"Windows, Nintendo Switch","PC, Switch",9,84,8.1,1
SGDQ,2020,Sly Cooper and the Thievius Raccoonus,0,0,0,0,Sucker Punch Productions,Sony Computer Entertainment,2002,PlayStation 2,PS2,6,86,8.8,0
SGDQ,2020,Kingdom Hearts II Final Mix,0,0,1,1,Square Enix,Square Enix,2007,PlayStation 2,PS2,6,N/A,N/A,0
SGDQ,2020,Super Hark Bros,0,0,0,0,ChrisG___,N/A,2018,Super Nintendo Entertainment System (ROM hack),SNES,4,N/A,N/A,0
SGDQ,2020,Mario vs. Donkey Kong,0,0,0,0,Nintendo Software Technology,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,81,8.1,0
SGDQ,2020,Super Monkey Ball 2,0,0,0,0,Amusement Vision,Sega,2002,GameCube,GameCube,6,87,8.8,0
SGDQ,2020,Super Mario Bros.,0,0,0,0,Nintendo,Nintendo,1985,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2020,Super Mario Bros.: The Lost Levels,0,0,0,0,Nintendo,Nintendo,1986,Famicom Disk System,NES,3,N/A,N/A,0
SGDQ,2020,Horizon Zero Dawn,0,0,1,1,Guerrilla Games,Sony Interactive Entertainment,2017,PlayStation 4,PS4,8,89,8.4,0
SGDQ,2020,Metroid Fusion,0,0,0,0,Nintendo R&D1,Nintendo,2002,Game Boy Advance,Game Boy Advance,6,92,9,0
SGDQ,2020,The Legend of Zelda: Breath of the Wild,0,0,0,0,Nintendo EPD,Nintendo,2017,"Nintendo Switch, Wii U","Switch, Wii U",8,97,8.7,0
AGDQ,2020,Battletoads (Game Boy),0,0,0,0,Rare,Tradewest,1991,Game Boy,Game Boy,3,N/A,N/A,0
AGDQ,2020,Mushihime-sama Futari 1.01,0,0,0,0,Cave,Cave,2006,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2020,Mega Man 3: The Robots are Revolting,0,0,1,1,Hi-Tech Expressions,Hi-Tech Expressions,1992,DOS,PC,Various,N/A,N/A,1
AGDQ,2020,Normy's Beach Babe-O-Rama,0,0,0,0,Twilight,Electronic Arts,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Resident Evil 4,0,0,0,0,Capcom Production Studio 4,Capcom,2005,GameCube,GameCube,6,96,9.2,0
AGDQ,2020,The Last of Us: Left Behind,0,0,0,0,Naughty Dog,Sony Computer Entertainment,2014,PlayStation 3,PS3,7,88,8.4,0
AGDQ,2020,Jak 2,0,0,0,0,Naughty Dog,Sony Computer Entertainment,2003,PlayStation 2,PS2,6,87,8.7,0
AGDQ,2020,Marvel's Spider-Man,0,0,1,1,Insomniac Games,Sony Interactive Entertainment,2018,PlayStation 4,PS4,8,87,8.7,0
AGDQ,2020,Earth Defense Force 5,0,0,1,1,Sandlot,D3 Publisher,2017,PlayStation 4,PS4,8,72,8,0
AGDQ,2020,Devil May Cry 5,0,0,1,1,Capcom,Capcom,2019,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,88,8.5,1
AGDQ,2020,Final Fantasy VI,1,0,1,1,Square,Square,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
AGDQ,2020,Destiny 2,0,0,1,1,Bungie,Activision,2017,"PlayStation 4, Xbox One","PS4, Xbox One",8,85,4.4,0
AGDQ,2020,Fire Emblem: Three Houses,0,0,1,0,"Intelligent Systems, Koei Tecmo",Nintendo,2019,Nintendo Switch,Switch,9,89,8.7,0
AGDQ,2020,BioShock,0,0,0,0,2K Boston,2K Games,2007,"Xbox 360, PC","Xbox 360, PC",7,96,8.9,1
AGDQ,2020,Wolfenstein: Youngblood,0,0,0,0,"MachineGames, Arkane Studios",Bethesda Softworks,2019,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,63,2.6,1
AGDQ,2020,Subnautica,0,0,0,0,Unknown Worlds Entertainment,Unknown Worlds Entertainment,2018,PC,PC,Various,87,8.9,1
AGDQ,2020,The Sun And Moon,0,0,1,1,Daniel Linssen,Digerati Distribution,2014,PC,PC,Various,N/A,N/A,1
AGDQ,2020,140,0,0,1,1,Jeppe Carlsen,Double Fine Presents,2013,PC,PC,Various,80,7.5,1
AGDQ,2020,Squidlit,0,0,0,0,Squidlit Ink,Squidlit Ink,2018,PC,PC,Various,N/A,N/A,1
AGDQ,2020,Action Henk,0,0,0,0,RageSquid,Curve Digital,2015,PC,PC,Various,75,7.2,1
AGDQ,2020,Super Fancy Pants Adventure,0,0,0,0,Borne Games,Kongregate,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2020,Vampire: The Masquerade - Bloodlines,0,0,0,0,Troika Games,Activision,2004,PC,PC,Various,80,8.9,1
AGDQ,2020,Gato Roboto,0,0,0,0,doinksoft,Devolver Digital,2019,"PC, Nintendo Switch","PC, Switch",9,78,7.5,1
AGDQ,2020,Darkened Skye,0,0,0,0,Boston Animation,Simon & Schuster Interactive,2002,"PC, GameCube","PC, GameCube",6,N/A,N/A,1
AGDQ,2020,Touhou Luna Nights,0,0,0,0,Team Ladybug,Vaka Game Magazine,2019,PC,PC,Various,N/A,N/A,1
AGDQ,2020,VVVVVV,0,0,1,1,Terry Cavanagh,Terry Cavanagh,2010,PC,PC,Various,81,7.9,1
AGDQ,2020,Celeste,0,0,0,0,Maddy Makes Games,Maddy Makes Games,2018,"PlayStation 4, Xbox One, Nintendo Switch, PC","PS4, Xbox One, Nintendo Switch, PC",8,94,8.5,1
AGDQ,2020,PAC-MAN Championship Edition DX+,0,0,0,0,Mine Loader Software,Namco Bandai Games,2013,PC,PC,Various,89,8.4,1
AGDQ,2020,TASBot Plays PokÃ©mon Blue,1,1,1,1,Game Freak,Nintendo,1996,Game Boy,Game Boy,3,N/A,N/A,0
AGDQ,2020,Trauma Center: New Blood,0,0,1,0,Atlus,Atlus,2007,Wii,Wii,7,81,8.2,0
AGDQ,2020,Tony Hawk's Project 8,0,0,1,0,Neversoft,Activision,2006,"PlayStation 2, PlayStation 3, Xbox, Xbox 360","PS2, PS3, Xbox, Xbox 360",6,78,7.4,0
AGDQ,2020,Sonic the Hedgehog (2006),1,0,1,1,Sonic Team,Sega,2006,"PlayStation 3, Xbox 360","PS3, Xbox 360",7,46,4.4,0
AGDQ,2020,Chippy,0,0,1,1,Facepunch Studios,Facepunch Studios,2019,PC,PC,Various,N/A,N/A,1
AGDQ,2020,Crowtel Renovations,0,0,0,0,Sink,Sink,2016,PC,PC,Various,N/A,N/A,1
AGDQ,2020,Manifold Garden,0,0,0,0,William Chyr Studio,William Chyr Studio,2019,PC,PC,Various,84,7.8,1
AGDQ,2020,Adventures of Lolo,0,0,0,0,HAL Laboratory,HAL America,1989,NES,NES,3,N/A,N/A,0
AGDQ,2020,Adventure Island II,0,0,0,0,Now Production,Hudson Soft,1991,NES,NES,3,N/A,N/A,0
AGDQ,2020,Hebereke,0,0,0,0,Sunsoft,Sunsoft,1991,NES,NES,3,N/A,N/A,0
AGDQ,2020,Ninja Gaiden II: The Dark Sword of Chaos,0,0,0,0,Tecmo,Tecmo,1990,NES,NES,3,N/A,N/A,0
AGDQ,2020,Super Castlevania IV,0,0,1,1,Konami,Konami,1991,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,PokÃ©mon Sapphire,0,0,1,0,Game Freak,Nintendo,2002,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
AGDQ,2020,Terraria,0,0,0,0,Re-Logic,Re-Logic,2011,PC,PC,Various,83,8.1,1
AGDQ,2020,The Legend of Zelda series,0,0,0,0,Various,Nintendo,1986,Various,Various,Various,N/A,N/A,0
AGDQ,2020,Final Fantasy VIII,0,0,1,1,Square,Square,1999,PlayStation,PlayStation,5,90,8.9,0
AGDQ,2020,Vectorman 2,0,0,0,0,BlueSky Software,Sega,1996,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Shadow Dancer,0,0,0,0,Sega,Sega,1989,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2020,Shinobi III: Return of the Ninja Master,0,0,0,0,Sega,Sega,1993,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Mystic Defender,0,0,0,0,Sega,Sega,1989,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Ghouls 'n Ghosts,0,0,0,0,Capcom,Capcom,1988,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2020,Garfield: Caught in the Act,0,0,0,0,Sega,Sega,1995,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Contra: Hard Corps,0,0,1,1,Konami,Konami,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Blazing Chrome,0,0,1,0,JoyMasher,The Arcade Crew,2019,"PC, PlayStation 4, Xbox One, Nintendo Switch","PC, PS4, Xbox One, Switch",8,75,7.8,1
AGDQ,2020,Mega Man X4,0,0,0,0,Capcom,Capcom,1997,"PlayStation, Sega Saturn","PlayStation, Sega Saturn",5,N/A,N/A,0
AGDQ,2020,Bonk's Adventure,0,0,0,0,Red Company,Hudson Soft,1989,TurboGrafx-16,TurboGrafx-16,4,N/A,N/A,0
AGDQ,2020,Jumping Flash!,0,0,0,0,Exact,Sony Computer Entertainment,1995,PlayStation,PlayStation,5,N/A,N/A,0
AGDQ,2020,Kuru Kuru Kururin,0,0,1,0,Eighting,Nintendo,2001,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
AGDQ,2020,Super Cat Bros,0,0,0,0,Neutronized,Neutronized,2016,Mobile,Mobile,Various,N/A,N/A,0
AGDQ,2020,Kingdom Hearts: Birth by Sleep Final Mix HD,0,0,1,0,Square Enix,Square Enix,2014,PlayStation 3,PS3,7,N/A,N/A,0
AGDQ,2020,Blasphemous,0,0,1,0,The Game Kitchen,Team17,2019,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,77,8.1,1
AGDQ,2020,Katana Zero,0,0,1,1,Askiisoft,Devolver Digital,2019,"PC, Switch","PC, Switch",9,83,8.2,1
AGDQ,2020,Clone Hero (Guitar Hero),0,0,1,1,Srylain Inc.,Srylain Inc.,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2020,A Hat in Time,0,0,0,0,Gears for Breakfast,Humble Bundle,2017,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,79,8.2,1
AGDQ,2020,Metroid: Zero Mission,0,0,0,0,Nintendo R&D1,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,89,9,0
AGDQ,2020,Mega Man 7,0,0,0,0,Capcom,Capcom,1995,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Ratchet & Clank Future: Tools of Destruction,0,0,0,0,Insomniac Games,Sony Computer Entertainment,2007,PS3,PS3,7,89,8.8,0
AGDQ,2020,Star Wars - Escape from Yavin 4: The Lost Maps,0,0,1,1,Total Conversion Mod Team,N/A,2005,PC (Mod),PC,Various,N/A,N/A,1
AGDQ,2020,The Binding Of Isaac Afterbirth+,0,0,0,0,"Nicalis, Inc.","Nicalis, Inc.",2017,"PC, Switch","PC, Switch",9,84,8.2,1
AGDQ,2020,Super Mario Bros. 3,0,0,0,0,Nintendo,Nintendo,1988,NES,NES,3,N/A,N/A,0
AGDQ,2020,The Legend of Zelda: Skyward Sword,0,0,1,0,Nintendo EAD,Nintendo,2011,Wii,Wii,7,93,8.1,0
AGDQ,2020,Dino Crisis 2,0,0,0,0,Capcom Production Studio 4,Capcom,2000,PS1,Playstation,5,N/A,N/A,0
AGDQ,2020,realMyst: Masterpiece Edition,0,0,0,0,Cyan Worlds,Cyan Worlds,2014,PC,PC,Various,N/A,N/A,1
AGDQ,2020,Riven: The Sequel to Myst,0,0,1,1,Cyan Worlds,Red Orb Entertainment,1997,PC,PC,Various,N/A,N/A,1
AGDQ,2020,Myst III: Exile,0,0,1,0,Presto Studios,Ubisoft,2001,PC,PC,Various,85,8.5,1
AGDQ,2020,Bomberman Hero,0,0,0,0,Hudson Soft,Nintendo,1998,N64,N64,5,N/A,N/A,0
AGDQ,2020,Pac-Man Arrangement,0,0,0,0,Namco,Namco,1996,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2020,Mega Man X3,0,0,0,0,Capcom,Capcom,1995,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Mega Man X,0,0,0,0,Capcom,Capcom,1993,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,TASBot plays Super Mario Bros. 3,0,1,0,0,Nintendo EAD,Nintendo,1988,NES,NES,3,N/A,N/A,0
AGDQ,2020,TASBot plays Super Mario Bros. 2,0,1,0,0,Nintendo EAD,Nintendo,1988,NES,NES,3,N/A,N/A,0
AGDQ,2020,The Legend of Zelda: The Wind Waker,0,0,1,0,Nintendo EAD,Nintendo,2002,GameCube,GameCube,6,96,9,0
AGDQ,2020,Super Mario 64 Randomizer,0,0,0,0,Nintendo EAD,Nintendo,1996,Nintendo 64,N64,5,94,9.2,0
AGDQ,2020,Super Mario World,0,0,1,1,Nintendo EAD,Nintendo,1990,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Dark Souls,0,0,1,0,FromSoftware,Bandai Namco Games,2011,"PS3, Xbox 360","PS3, Xbox 360",7,89,8.6,0
AGDQ,2020,Control,0,0,1,1,Remedy Entertainment,505 Games,2019,"PS4, Xbox One, PC","PS4, Xbox One, PC",8,85,7.7,1
AGDQ,2020,Castlevania: The Dracula X Chronicles,0,0,1,1,Konami,Konami,2007,PSP,PSP,6,80,8.4,0
AGDQ,2020,The Legend of Zelda: A Link to the Past Randomizer,0,0,0,0,Nintendo EAD,Nintendo,1991,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Sekiro: Shadows Die Twice,0,0,0,0,FromSoftware,Activision,2019,"PS4, Xbox One, PC","PS4, Xbox One, PC",8,90,8.2,1
AGDQ,2020,Untitled Goose Game,0,0,1,1,House House,Panic,2019,"PC, Switch","PC, Switch",9,81,7.5,1
AGDQ,2020,Super Mario Maker 2,0,0,0,0,Nintendo EPD,Nintendo,2019,Switch,Switch,9,88,8.4,0
AGDQ,2020,Mike Tyson's Punch-Out!!,1,0,1,1,Nintendo R&D3,Nintendo,1987,NES,NES,3,N/A,N/A,0
AGDQ,2020,Cybernator,0,0,0,0,NCS Corporation,Konami,1992,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Super Monkey Ball,0,0,1,1,Amusement Vision,Sega,2001,GameCube,GameCube,6,87,8.5,0
AGDQ,2020,Teenage Mutant Ninja Turtles (arcade),0,0,0,0,Konami,Konami,1989,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2020,Metal Gear Solid 3: Snake Eater,0,0,1,1,Konami,Konami,2004,PS2,PS2,6,91,9.1,0
AGDQ,2020,The Legend of Zelda: Ocarina of Time,0,0,1,1,Nintendo EAD,Nintendo,1998,Nintendo 64,N64,5,99,9.1,0
AGDQ,2020,Cadence of Hyrule,0,0,1,1,Brace Yourself Games,Nintendo,2019,Switch,Switch,9,86,8.2,0
AGDQ,2020,Mega Man 4-6,0,0,0,0,Capcom,Capcom,1991,NES,NES,3,N/A,N/A,0
AGDQ,2020,Animorphs (GBC),1,0,1,1,Runny-Fun,Ubisoft,2000,Game Boy Color,Game Boy Color,5,N/A,N/A,0
AGDQ,2020,Super Hydlide,0,0,1,1,T&E Soft,Seismic,1989,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Hoshi wo Miru Hito,0,0,0,0,HOT・B,HOT・B,1987,Famicom,NES,3,N/A,N/A,0
AGDQ,2020,Sword of the Black Stone,0,0,0,0,Unknown,Unknown,1990,DOS,PC,Various,N/A,N/A,1
AGDQ,2020,Castle of Dragon,0,0,0,0,Athena,Seta,1990,NES,NES,3,N/A,N/A,0
AGDQ,2020,Wild Animal Sports Day,0,0,0,0,Marbenx,Marbenx,2018,PC,PC,Various,N/A,N/A,1
AGDQ,2020,The Adventures of Rocky and Bullwinkle and Friends,0,0,0,0,Imagineering,THQ,1992,"NES, SNES, Game Boy","NES, SNES, Game Boy",3,N/A,N/A,0
AGDQ,2020,Jurassic Park III: Dino Defender,0,0,0,0,Knowledge Adventure,Universal Interactive,2001,PC,PC,Various,N/A,N/A,1
AGDQ,2020,Cybergenic Ranger: Secret of the Seventh Planet,0,0,1,1,Symtus,Symtus,1992,DOS,PC,Various,N/A,N/A,1
AGDQ,2020,Miracle Ropit's Adventure in 2100,0,0,0,0,Unknown,Unknown,1986,Famicom,NES,3,N/A,N/A,0
AGDQ,2020,Barbie,0,0,0,0,Goldfarb & Associates,Epyx,1984,Commodore 64,PC,Various,N/A,N/A,0
AGDQ,2020,Doctor Hauzer,0,0,0,0,Riverhillsoft,Panasonic,1994,3DO,3DO,5,N/A,N/A,0
AGDQ,2020,Nightcry,0,0,0,0,Nude Maker,Playism,2016,PC,PC,Various,52,5.5,1
AGDQ,2020,Fatal Frame,0,0,0,0,Tecmo,Tecmo,2001,PlayStation 2,PS2,6,74,8.5,0
AGDQ,2020,Pokemon X/Y,0,0,1,0,Game Freak,Nintendo,2013,Nintendo 3DS,Nintendo 3DS,7,87,7.8,0
AGDQ,2020,Super Mario Maker 2 TAS,0,1,0,0,Nintendo,Nintendo,2019,Nintendo Switch,Switch,9,88,8.4,0
AGDQ,2020,The Legend of Zelda: Link's Awakening (2019),1,0,1,1,Grezzo,Nintendo,2019,Nintendo Switch,Switch,9,87,8.4,0
AGDQ,2020,Super Metroid Impossible,0,0,1,0,Nintendo,Nintendo,1994,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Chameleon Twist 2,0,0,1,0,Japan System Supply,Sunsoft,1998,Nintendo 64,N64,5,N/A,N/A,0
AGDQ,2020,Razor Freestyle Scooter,0,0,0,0,Shaba Games,Crave Entertainment,2000,"PlayStation, Dreamcast","PlayStation, Dreamcast",5,N/A,N/A,0
AGDQ,2020,Tetrisphere,0,0,1,1,H2O Entertainment,Nintendo,1997,Nintendo 64,N64,5,88,8.5,0
AGDQ,2020,Mario & Luigi: Superstar Saga,0,0,1,1,AlphaDream,Nintendo,2003,Game Boy Advance,Game Boy Advance,6,90,9,0
AGDQ,2020,Skyblazer,0,0,0,0,Ukiyotei,Sony Imagesoft,1994,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,The Legend of the Mystical Ninja,0,0,0,0,Konami,Konami,1991,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,ActRaiser,0,0,0,0,Quintet,Enix,1990,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Battletoads & Double Dragon,0,0,1,0,Rare,Tradewest,1993,"NES, SNES, Sega Genesis","NES, SNES, Sega Genesis",3,N/A,N/A,0
AGDQ,2020,The Great Circus Mystery Starring Mickey & Minnie,0,0,0,0,Capcom,Capcom,1994,"SNES, Sega Genesis","SNES, Sega Genesis",4,N/A,N/A,0
AGDQ,2020,Donkey Kong Country 3,0,0,1,0,Rare,Nintendo,1996,SNES,SNES,4,N/A,N/A,0
AGDQ,2020,Sonic Colours,0,0,0,0,Sonic Team,Sega,2010,Wii,Wii,7,78,8.4,0
AGDQ,2020,Sonic CD (2011),0,0,1,0,Christian Whitehead,Sega,2011,"PS3, Xbox 360, PC","PS3, Xbox 360, PC",7,82,8,1
AGDQ,2020,Sonic 3 & Knuckles,0,0,0,0,Sega,Sega,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2020,Fallout Anthology,0,0,1,0,Bethesda Game Studios,Bethesda Softworks,2015,PC,PC,Various,N/A,N/A,1
AGDQ,2020,The Outer Worlds,0,0,1,0,Obsidian Entertainment,Private Division,2019,"PS4, Xbox One, PC","PS4, Xbox One, PC",8,82,7.8,1
AGDQ,2020,Doom: SIGIL,0,0,1,0,Romero Games,Romero Games,2019,PC,PC,Various,N/A,N/A,1
AGDQ,2020,AMID EVIL,0,0,0,0,Indefatigable,New Blood Interactive,2019,PC,PC,Various,84,8,1
AGDQ,2020,DOOM (2016),0,0,0,0,id Software,Bethesda Softworks,2016,"PS4, Xbox One, PC","PS4, Xbox One, PC",8,85,8.5,1
AGDQ,2020,Bayonetta 2,0,0,1,1,PlatinumGames,Nintendo,2014,Wii U,Wii U,8,91,8.8,0
AGDQ,2020,Grand Theft Auto: San Andreas,0,0,0,0,Rockstar North,Rockstar Games,2004,PS2,PS2,6,95,8.9,0
AGDQ,2020,Tron: Evolution,0,0,1,1,Propaganda Games,Disney Interactive,2010,"PS3, Xbox 360, PC","PS3, Xbox 360, PC",7,58,6,1
AGDQ,2020,Eagle Island,0,0,0,0,Pixelnicks,Screenwave Media,2019,PC,PC,Various,75,7.5,1
AGDQ,2020,The Mummy Demastered,0,0,0,0,WayForward,Universal Studios,2017,"PS4, Xbox One, PC, Switch","PS4, Xbox One, PC, Switch",8,78,7.8,1
AGDQ,2020,Hotline Miami,0,0,0,0,Dennaton Games,Devolver Digital,2012,PC,PC,Various,85,8.5,1
SGDQ,2019,Spyro Reignited Trilogy: Spyro the Dragon,0,0,0,0,Toys for Bob,Activision,2018,"PlayStation 4, Xbox One","PS4, Xbox One",8,82,8.5,0
SGDQ,2019,Portal 2,0,0,0,0,Valve Corporation,Valve Corporation,2011,"Windows, PlayStation 3, Xbox 360","PC, PS3, Xbox 360",7,95,9.1,1
SGDQ,2019,Teenage Mutant Ninja Turtles III: The Manhattan Project,0,0,0,0,Konami,Konami,1991,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Super Mario Bros. 2,0,0,0,0,Nintendo,Nintendo,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Donkey Kong Country 2: Diddy's Kong Quest,0,0,1,1,Rare,Nintendo,1995,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,Kirby: Nightmare in Dream Land,0,0,0,0,HAL Laboratory,Nintendo,2002,Game Boy Advance,Game Boy Advance,6,81,8.5,0
SGDQ,2019,Sonic Generations,0,0,0,0,Sonic Team,Sega,2011,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,77,8,1
SGDQ,2019,The Legend of Zelda: The Minish Cap,0,0,1,0,Capcom,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,89,9,0
SGDQ,2019,Devil May Cry,0,0,1,1,Capcom,Capcom,2001,PlayStation 2,PS2,6,84,8.8,0
SGDQ,2019,Streets of Rage,0,0,1,1,Sega,Sega,1991,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2019,Final Doom,0,0,0,0,id Software,GT Interactive,1996,Windows,PC,Various,83,8.5,1
SGDQ,2019,Outland,0,0,0,0,Housemarque,Ubisoft,2011,"Xbox 360, PlayStation 3","Xbox 360, PS3",7,83,8,0
SGDQ,2019,The Hobbit,0,0,0,0,Inevitable Entertainment,Sierra Entertainment,2003,"GameCube, PlayStation 2, Xbox","GameCube, PS2, Xbox",6,71,7.5,0
SGDQ,2019,Tony Hawk's Underground 2,0,0,1,0,Neversoft,Activision,2004,"PlayStation 2, Xbox, GameCube","PS2, Xbox, GameCube",6,83,8.4,0
SGDQ,2019,Zombies Ate My Neighbors,0,0,1,1,LucasArts,Konami,1993,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,Blaster Master,0,0,0,0,Sunsoft,Sunsoft,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Solomon's Key,0,0,0,0,Tecmo,Tecmo,1986,"Arcade, Nintendo Entertainment System","Arcade, NES",3,N/A,N/A,0
SGDQ,2019,Metroid,0,0,0,0,Nintendo,Nintendo,1986,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Rygar,0,0,0,0,Tecmo,Tecmo,1986,"Arcade, Nintendo Entertainment System","Arcade, NES",3,N/A,N/A,0
SGDQ,2019,DuckTales 2,0,0,1,1,Capcom,Capcom,1993,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Marble Madness,0,0,0,0,Atari Games,Atari Games,1984,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2019,Jackal,0,0,0,0,Konami,Konami,1986,"Arcade, Nintendo Entertainment System","Arcade, NES",3,N/A,N/A,0
SGDQ,2019,Contra,0,0,0,0,Konami,Konami,1987,"Arcade, Nintendo Entertainment System","Arcade, NES",3,N/A,N/A,0
SGDQ,2019,Contra III: The Alien Wars,0,0,0,0,Konami,Konami,1992,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,Alien Soldier,0,0,0,0,Treasure,Sega,1995,Sega Mega Drive,Sega Genesis,4,N/A,N/A,0
SGDQ,2019,Ranger-X,0,0,1,1,GAU Entertainment,Sega,1993,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2019,Ninja Spirit,0,0,0,0,Irem,Irem,1988,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2019,Super Time Force Ultra,0,0,0,0,Capybara Games,Capybara Games,2014,"Windows, Xbox 360, Xbox One","PC, Xbox 360, Xbox One",7,82,7.8,1
